instance,directory,status,num_solutions,wall_clock_time,cpu_time,failures,propagations,solveTime,nodes,peakDepth,restarts,nogoods,AverageLbd,AverageLearnedNogoodLength,AverageConflictSize,NumUnitNogoodsLearned,circuitNumberPropagationsTotal,circuitNumberCircuitConflicts,circuitNumberAlldiffConflicts,circuitNumberTotalFixedEdgesAtConflict,circuitNumberNumberOfConflicts,circuitNumberGacPrunings,circuitNumberPropagationsThatGacPruned,circuitNumberTotalPruningHallSetSize,circuitNumberNumberOfPruningExplanations,circuitNumberMaxPruningHallSetSize,circuitNumberTotalSccSizeAtPruning,circuitNumberNumberOfSccPruningCalls,circuitNumberTotalVarsInvolvedInPruning,circuitNumberMaxValuesPrunedFromSingleVar,circuitNumberHallCircuitChecks,circuitNumberHallCircuitPrunings,circuitNumberCircuitPreventPrunings,type,best_sol
pumpkin-v3/opt/n20_k5/instance_n20_k5_0025.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/319,OPTIMAL,2,2.56,2.37,12936,334684,2.309837626,13539,111,0,12936,6.593382807668522,17.10513296227582,7.01182745825603,1,89920,7447,3571,148939,11018,267309,49661,933729,267309,43,284645,49661,193410,13,111350,4580,53062,minimize,127
pumpkin-v3/opt/n20_k5/instance_n20_k5_0027.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/327,OPTIMAL,5,0.23,0.08,43,3374,0.010290005,670,128,0,43,4.348837209302325,5.813953488372093,5.325581395348837,1,2156,207,0,2314,207,3425,1101,5049,3425,68,2112,1101,3220,30,3423,473,840,minimize,213
pumpkin-v3/opt/n20_k5/instance_n20_k5_0007.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/332,OPTIMAL,7,0.18,0.08,36,3799,0.009904642,755,119,0,36,4.666666666666667,15.277777777777779,4.861111111111111,1,1811,116,0,1707,116,3020,917,7153,3020,115,4194,917,2712,20,2043,188,790,minimize,143
pumpkin-v3/opt/n50_k10/instance_n50_k10_0014.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/294,SATISFIABLE,1,1801.26,1792.72,2841522,88810326,1799.820538459,2886341,624,0,2841522,32.927285095804294,37.08452723575605,23.636898464977573,0,16983955,2340182,2327,102324468,2342509,24970392,9587693,44129927,24970392,40,26558262,9587693,20396637,12,37173889,3358469,8562251,minimize,25998
pumpkin-v3/opt/n50_k10/instance_n50_k10_0006.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/297,OPTIMAL,41,123.37,119.82,212213,8567317,119.949161136,229179,580,0,212213,24.46068808225698,44.76542436137277,7.261199832244019,1,32573983,6578342,18645,209153372,6596987,55873647,18620670,130153322,55873647,1669,51612656,18620670,51684000,358,54408917,6607763,16808708,minimize,578
pumpkin-v3/opt/n50_k10/instance_n50_k10_0020.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/307,SATISFIABLE,11,1801.29,1790.47,2461785,107730801,1799.770664726,2472333,628,0,2461785,28.872193956824013,51.70584149306296,19.48779930010135,0,15948089,2399127,39786,110413070,2438913,22818129,9035090,42641383,22818129,246,26488715,9035090,20199761,56,27567626,1520242,7609797,minimize,653
pumpkin-v3/opt/n50_k10/instance_n50_k10_0005.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/286,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","","","","","","","","","","","","","",minimize,
pumpkin-v3/opt/n50_k10/instance_n50_k10_0019.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/292,SATISFIABLE,22,1801.38,1792.66,1385935,78946813,1799.724235305,1402140,612,0,1385935,22.79507119742268,86.02426304263909,10.704669410903108,0,57399846,7980636,60565,329713779,8041201,104778359,33599655,332253837,104778359,550,176084964,33599655,86250856,136,91245288,10602014,33321434,minimize,612
pumpkin-v3/opt/n50_k10/instance_n50_k10_0017.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/293,SATISFIABLE,1,1801.54,1792.25,2137951,59279818,1799.630414152,2146813,598,0,2137951,33.596476719999664,33.8040530395692,17.899469164634738,0,19781034,3572111,7840,164927320,3579951,25600150,10991944,42417804,25600150,42,24151186,10991944,22902899,18,34629229,2789723,9633844,minimize,1814619
pumpkin-v3/opt/n50_k10/instance_n50_k10_0004.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/300,OPTIMAL,27,5.9,5.5,10425,355019,5.377121175,23394,591,0,10425,27.116450839328536,34.59779376498801,11.490071942446043,1,1466023,208323,4478,8570429,212801,3036269,782074,6874695,3036269,1085,2515808,782074,2196411,256,2597346,222659,817085,minimize,906
pumpkin-v3/opt/n50_k10/instance_n50_k10_0010.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/301,OPTIMAL,34,911.53,905.72,1432108,64645583,909.753038308,1448973,583,0,1432108,16.178834277861725,44.32003591907873,6.322279464956553,1,44861908,4237391,1058,108172920,4238449,80561879,27794599,171345965,80561879,1171,116643054,27794599,69580966,269,92340816,12210438,26317579,minimize,583
pumpkin-v3/opt/n50_k10/instance_n50_k10_0007.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/308,SATISFIABLE,10,1801.29,1789.98,2195996,89047872,1799.638538561,2232807,594,0,2195996,30.151534884398696,49.433412447017204,22.010254572412702,0,11950022,1726496,5255,78649364,1731751,15720819,7129584,29051821,15720819,200,19638731,7129584,13878817,36,21906300,2029796,6012082,minimize,594
pumpkin-v3/opt/n50_k10/instance_n50_k10_0015.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/305,OPTIMAL,15,0.65,0.51,692,50936,0.389310848,8761,620,0,692,19.36705202312139,34.835260115606935,8.397398843930636,1,37849,3135,258,140380,3393,121767,20836,392335,121767,486,168916,20836,105282,93,40680,1110,14658,minimize,646
pumpkin-v3/opt/n50_k10/instance_n50_k10_0016.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/306,OPTIMAL,36,1201.17,1195.22,1482900,32563298,1198.620852329,1528207,626,0,1482900,26.548753118888666,54.587738215658504,10.829801065479803,1,203967011,15602334,2344456,714603533,17946790,514872529,124831977,1723220171,514872529,1625,1086021514,124831977,415339255,358,310453863,20087988,122291967,minimize,721150
pumpkin-v3/opt/n50_k10/instance_n50_k10_0011.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/291,SATISFIABLE,19,1801.31,1791.67,1925679,56096707,1799.705412131,1944951,592,0,1925679,18.07472221486551,103.25538628192965,12.848146549866307,0,6686286,484501,22529,12427015,507030,32796333,4089901,356225758,32796333,586,108757508,4089901,22247111,127,8741344,1730,4051697,minimize,594
pumpkin-v3/opt/n50_k10/instance_n50_k10_0022.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/298,OPTIMAL,43,2.66,2.5,4427,206850,2.338954762,22818,597,0,4427,22.87576236729162,51.20442737745652,7.765529704088547,1,621367,88613,1618,3137214,90231,1381175,352399,5662731,1381175,1431,3378144,352399,1207681,282,830135,88808,305459,minimize,1519
pumpkin-v3/opt/n50_k10/instance_n50_k10_0023.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/304,OPTIMAL,25,185.21,184.16,216492,11211425,184.646289257,231231,597,0,216492,25.049817083310238,54.72065942390481,27.03188108567522,1,13492672,701176,14994,32067949,716170,25384712,8159010,56871671,25384712,776,38052011,8159010,20268007,182,25422221,2510664,7584447,minimize,11950
pumpkin-v3/opt/n50_k10/instance_n50_k10_0012.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/303,SATISFIABLE,20,1801.32,1792.34,1995530,92237079,1799.752736295,2005798,623,0,1995530,15.938942536569233,123.7045150912289,7.714865724895141,0,8754977,829821,19316,17872878,849137,30677334,5766085,280209906,30677334,509,108485046,5766085,25505155,145,9631991,303569,5754013,minimize,643
pumpkin-v3/opt/n50_k10/instance_n50_k10_0008.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/309,SATISFIABLE,24,1800.0,1800.0,10681,376290,6.148587238,23354,625,0,10681,29.58767905626814,37.832599943825485,8.401647785787848,0,1144624,192929,114,8454704,193043,1991121,642870,4860062,1991121,828,2386856,642870,1644859,157,1960105,182871,633918,minimize,8899
pumpkin-v3/opt/n50_k10/instance_n50_k10_0018.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/310,SATISFIABLE,23,1801.51,1789.8700000000001,2148452,106940622,1799.523916225,2198198,604,0,2148452,19.85588647081713,88.65248746539369,27.504907254153224,0,8835129,417944,228806,24401931,646750,25465410,5225434,110571620,25465410,823,67197288,5225434,19186621,160,11491127,330146,4324329,minimize,597
pumpkin-v3/opt/n50_k10/instance_n50_k10_0024.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/296,SATISFIABLE,30,1801.39,1787.6599999999999,2364734,116856512,1796.988856075,2392944,604,0,2364734,20.045639382695896,50.77983654821219,14.541912536462874,0,18671508,2659553,45184,105950339,2704737,33679445,11508253,140079104,33679445,786,64391650,11508253,29084923,187,47128714,2171711,10489415,minimize,2901
pumpkin-v3/opt/n50_k10/instance_n50_k10_0001.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/295,SATISFIABLE,9,1801.36,1788.52,2692809,81095984,1795.962651831,3360174,602,0,2692809,22.89896906910219,35.513627962473386,27.899614863141053,0,25663836,3788603,14528,176254509,3803131,35627022,13800722,65619161,35627022,246,36956852,13800722,30495059,52,42772508,1559906,11695879,minimize,588
pumpkin-v3/opt/n50_k10/instance_n50_k10_0002.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/288,OPTIMAL,23,70.08,69.41000000000001,89666,2987859,69.441368393,100768,560,0,89666,23.87643030803203,52.287801396292906,28.00192938237459,1,4932047,653506,4898,29150154,658404,10618233,2852366,31529471,10618233,838,20129822,2852366,8902012,152,6418714,253588,2805408,minimize,2543
pumpkin-v3/opt/n50_k10/instance_n50_k10_0009.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/290,SATISFIABLE,14,1801.28,1792.3999999999999,2320066,88556842,1799.726108688,2330448,594,0,2320066,29.502247349859875,46.957472330528525,12.208362606925837,0,37679375,5943134,43537,258005567,5986671,63238935,20436612,190026292,63238935,409,87314913,20436612,48401297,101,65130882,5653501,18880701,minimize,594
pumpkin-v3/opt/n50_k10/instance_n50_k10_0000.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/299,SATISFIABLE,14,1801.29,1791.81,2435695,104404891,1799.766432389,4401180,638,0,2435695,17.581705016432682,37.58851292957451,30.417645066397885,0,14109959,1770322,4983,80634095,1775305,18403447,7055395,30381108,18403447,503,16496837,7055395,15144575,77,23606936,673319,5639909,minimize,646
pumpkin-v3/opt/n50_k10/instance_n50_k10_0021.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/302,SATISFIABLE,22,1801.29,1792.02,2573188,138288830,1799.791151365,2584385,604,0,2573188,12.669017188017355,38.804622514950324,4.172853285496434,0,12674243,2500302,545,53713872,2500847,24307806,6927851,63965424,24307806,730,29324520,6927851,22628110,141,21225662,2518179,7044449,minimize,796
pumpkin-v3/opt/n50_k10/instance_n50_k10_0013.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/289,OPTIMAL,12,0.37,0.2,18,18090,0.076596433,6493,609,0,18,26.72222222222222,39.666666666666664,27.72222222222222,1,8207,110,0,4192,110,26057,4066,61952,26057,468,24248,4066,24076,79,8364,198,2208,minimize,613
pumpkin-v3/opt/n50_k3/instance_n50_k3_0022.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/167,OPTIMAL,2,18.08,0.45,576,26435,0.313153994,1075,163,0,576,7.788194444444445,14.609375,6.006944444444445,1,7613,328,49,9022,377,20210,4810,154233,20210,121,71635,4810,16581,11,23647,652,4179,minimize,204
pumpkin-v3/opt/n50_k3/instance_n50_k3_0010.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/168,OPTIMAL,1,16.75,0.24000000000000002,328,12107,0.138420232,554,165,0,328,4.9817073170731705,12.402439024390244,4.128048780487805,1,2157,266,20,5719,286,4654,1281,46207,4654,90,21519,1281,3746,7,4801,274,1113,minimize,201
pumpkin-v3/opt/n50_k3/instance_n50_k3_0021.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/166,OPTIMAL,1,101.56,83.42,85971,3088201,83.548233752,86809,163,0,85971,8.805306440543905,14.210280210768747,5.90478184504077,1,514077,77962,793,2764040,78755,1023034,307093,5991186,1023034,91,2552466,307093,844893,9,1306044,88069,279779,minimize,171
pumpkin-v3/opt/n50_k3/instance_n50_k3_0018.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/170,SATISFIABLE,1,1801.27,1791.2,1981165,61247888,1799.565745699,1983316,173,0,1981165,10.540744965714618,23.77089944552826,16.68275484374093,0,9968699,1786293,23179,74530583,1809472,14794573,5567881,51255494,14794573,90,22456502,5567881,13809593,9,22259111,1414264,5352001,minimize,3123
pumpkin-v3/opt/n50_k3/instance_n50_k3_0012.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/169,OPTIMAL,4,1.49,1.12,1907,75800,1.044355624,2787,179,0,1907,7.305191400104877,23.02674357629785,15.297325642370215,1,29150,2495,53,87559,2548,79454,17570,676776,79454,228,277667,17570,61029,26,78365,1190,17659,minimize,179
pumpkin-v3/opt/n50_k3/instance_n50_k3_0009.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/171,OPTIMAL,5,1.75,0.8,1296,44277,0.716398984,2349,177,0,1296,9.31712962962963,18.04861111111111,24.243827160493826,1,34221,3306,78,140355,3384,65412,20493,322646,65412,266,140709,20493,56313,25,110736,4517,15386,minimize,813
pumpkin-v3/opt/n50_k3/instance_n50_k3_0002.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/172,OPTIMAL,5,21.46,0.26,268,12458,0.153587022,1190,181,0,268,8.104477611940299,19.417910447761194,9.753731343283581,1,7537,607,12,19258,619,14390,4348,53545,14390,241,29279,4348,12257,24,27051,756,3766,minimize,188
pumpkin-v3/opt/n50_k3/instance_n50_k3_0017.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/174,OPTIMAL,3,22.34,0.18000000000000002,174,7329,0.08245226,719,176,0,174,4.609195402298851,11.183908045977011,4.862068965517241,1,1877,104,11,2493,115,5358,1110,44335,5358,176,17262,1110,4136,20,3788,104,1124,minimize,201
pumpkin-v3/opt/n50_k3/instance_n50_k3_0014.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/175,OPTIMAL,1,22.04,0.14,74,3573,0.035527028,281,161,0,74,5.986486486486487,12.837837837837839,13.08108108108108,1,906,106,2,4146,108,1844,453,10099,1844,91,4893,453,1561,8,1478,22,430,minimize,257
pumpkin-v3/opt/n50_k3/instance_n50_k3_0003.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/173,OPTIMAL,1,22.19,0.43,585,21636,0.294523614,1029,165,0,585,5.861538461538461,15.176068376068375,9.80854700854701,1,4680,506,2,12937,508,14082,2536,165376,14082,90,68248,2536,10632,8,11180,189,2499,minimize,448
pumpkin-v3/opt/n50_k3/instance_n50_k3_0006.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/176,OPTIMAL,1,24.63,1.34,2843,102576,1.244523805,3103,182,0,2843,7.31023566654942,15.175167077031304,4.897643334505804,1,16258,2617,5,53854,2622,35624,9562,281494,35624,90,127851,9562,28684,9,31160,2464,8281,minimize,195
pumpkin-v3/opt/n50_k3/instance_n50_k3_0001.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/177,OPTIMAL,1,25.61,1.3,1944,88442,1.199059986,2483,160,0,1944,6.741255144032922,13.501543209876543,9.005658436213992,2,14644,832,113,26860,945,38405,8949,272553,38405,94,113828,8949,31648,9,40853,1330,8867,minimize,301
pumpkin-v3/opt/n50_k3/instance_n50_k3_0024.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/178,OPTIMAL,2,30.33,6.72,9933,445238,6.641234354,13304,161,0,9933,7.4009866102889355,15.696164300815463,25.0434913923286,1,102153,9947,541,427217,10488,204682,61539,816874,204682,133,396116,61539,176949,11,276038,7970,48973,minimize,317
pumpkin-v3/opt/n50_k3/instance_n50_k3_0023.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/179,OPTIMAL,7,71.69,47.31,78960,2727193,47.287414173,87345,196,0,78960,10.086157548125634,33.368642350557245,34.13945035460993,1,751364,99322,352,4473259,99674,1335089,444505,4497734,1335089,362,2555848,444505,1088604,40,1520904,16573,362700,minimize,269
pumpkin-v3/opt/n50_k3/instance_n50_k3_0015.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/181,OPTIMAL,1,2.98,0.28,475,15694,0.204375706,696,156,0,475,5.7642105263157895,10.547368421052632,9.08421052631579,1,4147,440,10,13517,450,9439,2277,58176,9439,96,46704,2277,8048,8,8056,355,2180,minimize,447
pumpkin-v3/opt/n50_k3/instance_n50_k3_0011.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/182,OPTIMAL,2,10.04,8.89,14158,495819,8.839514172,19395,165,0,14158,7.843410086170363,29.555021895747988,35.142463624805764,1,107670,11135,101,434928,11236,252149,62455,2244029,252149,139,751678,62455,204726,12,306530,3780,47704,minimize,2871
pumpkin-v3/opt/n50_k3/instance_n50_k3_0004.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/180,OPTIMAL,2,2.48,0.99,1437,68856,0.915541913,1942,171,0,1437,7.295059151009046,19.04384133611691,6.297842727905358,1,18022,1469,126,52632,1595,62926,10940,523960,62926,133,233309,10940,45232,15,40965,1572,11577,minimize,282
pumpkin-v3/opt/n50_k3/instance_n50_k3_0020.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/183,OPTIMAL,1,346.21,333.9,413207,12821971,334.846595919,460483,166,0,413207,11.681665605858564,19.867703112483575,40.89537689342146,1,2212311,275683,2006,12700859,277689,3578383,1165372,11790628,3578383,95,6926237,1165372,2901420,9,3843883,200610,1080494,minimize,197
pumpkin-v3/opt/n50_k3/instance_n50_k3_0008.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/184,OPTIMAL,2,10.86,0.41,559,22689,0.311993166,992,160,0,559,4.792486583184258,11.228980322003578,4.389982110912343,1,4610,383,14,7176,397,14039,2819,174247,14039,132,62467,2819,11023,12,10187,378,2855,minimize,210
pumpkin-v3/opt/n20_k5/instance_n20_k5_0005.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/330,OPTIMAL,4,0.3,0.08,12,2275,0.004596585,529,145,0,12,5.666666666666667,12.333333333333334,7.25,1,558,25,0,422,25,1156,294,3050,1156,79,1246,294,967,25,786,135,227,minimize,147
pumpkin-v3/opt/n50_k10/instance_n50_k10_0003.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/287,SATISFIABLE,20,1800.0,1800.0,399,42197,0.312929157,10398,595,0,399,18.771929824561404,46.849624060150376,19.974937343358395,0,28371,1328,17,55150,1345,76839,14211,227925,76839,708,106333,14211,68393,167,30932,1114,12021,minimize,609
pumpkin-v3/opt/n50_k3/instance_n50_k3_0005.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/188,OPTIMAL,2,13.42,0.43,530,22709,0.324177491,974,168,0,530,5.315094339622641,14.081132075471698,4.843396226415094,1,3512,192,20,4308,212,13170,2238,146716,13170,144,48545,2238,10068,12,8347,159,2258,minimize,172
pumpkin-v3/opt/n50_k3/instance_n50_k3_0000.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/187,OPTIMAL,5,13.12,0.44999999999999996,594,28572,0.354763052,1565,191,0,594,10.085858585858587,23.503367003367003,10.915824915824915,1,8712,651,180,29810,831,25204,4996,175286,25204,279,78902,4996,20626,22,16502,152,3620,minimize,183
pumpkin-v3/opt/n50_k3/instance_n50_k3_0007.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/185,OPTIMAL,2,11.09,0.66,1060,37784,0.560407074,1716,174,0,1060,6.380188679245283,16.817924528301887,11.068867924528302,1,9177,674,36,21562,710,24094,5352,174627,24094,138,81868,5352,19830,15,30697,520,4179,minimize,503
pumpkin-v3/opt/n50_k3/instance_n50_k3_0019.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/189,OPTIMAL,4,14.16,1.6600000000000001,3024,105134,1.541139729,3876,191,0,3024,7.259920634920635,29.932539682539684,4.9186507936507935,1,30499,4136,45,160005,4181,69575,18250,349745,69575,224,173474,18250,57056,22,76642,4673,15839,minimize,551
pumpkin-v3/opt/n50_k3/instance_n50_k3_0013.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/190,OPTIMAL,4,2.3,0.18,193,8120,0.097529057,939,182,0,193,5.7979274611398965,11.787564766839377,7.119170984455959,1,5444,127,120,6423,247,14934,3014,128492,14934,230,52272,3014,11379,20,12089,288,2880,minimize,410
pumpkin-v3/opt/n100_k10/instance_n100_k10_0012.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/348,SATISFIABLE,4,1802.11,1782.8400000000001,920876,27659440,1792.997438681,925858,1135,0,920876,61.548381106685376,74.79862978294581,7.619156107879888,0,4237507,18468,24,1346315,18492,12552132,2817572,49069804,12552132,240,22073120,2817572,8117963,22,14848981,616493,2321561,minimize,1135
pumpkin-v3/opt/n100_k10/instance_n100_k10_0018.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/356,UNKNOWN,0,1801.09,1786.4,728080,25159463,1796.223433188,728331,75,0,728080,68.61443797384902,68.74027716734425,18.856695692781013,0,4715815,720942,3105,66759151,724047,9228044,3012024,16150396,9228044,36,9050382,3012024,8019528,6,10494124,1084017,2837914,minimize,
pumpkin-v3/opt/n100_k10/instance_n100_k10_0008.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/344,SATISFIABLE,5,1801.31,1793.12,1294814,32937702,1799.784869579,1302196,1139,0,1294814,29.151004700289,143.84639801546786,4.1728595767422965,0,5135564,706446,67,30793395,706513,16340538,2973415,249381116,16340538,321,159128859,2973415,13035704,30,6051384,80354,2609833,minimize,1975
pumpkin-v3/opt/n100_k10/instance_n100_k10_0011.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/358,OPTIMAL,32,65.88,59.080000000000005,37528,1670974,58.927971819,70826,1167,0,37528,26.078954380729055,53.236889788957576,20.37185568109145,1,1349847,187652,280,10181038,187932,2767497,795080,12123725,2767497,2478,4323700,795080,2316665,363,2752828,254636,643431,minimize,1171
pumpkin-v3/opt/n100_k10/instance_n100_k10_0010.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/357,UNKNOWN,0,1801.83,1786.9199999999998,731716,22323973,1794.203599688,736236,74,0,731716,65.23196841397483,65.23504064418435,47.12962542844492,0,3594945,303664,5,26267840,303669,6819334,2410646,12161647,6819334,25,8402656,2410646,5846738,8,10432760,731220,1411346,minimize,
pumpkin-v3/opt/n100_k10/instance_n100_k10_0016.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/345,SATISFIABLE,7,1800.0,1800.0,19107,779232,30.53590234,30704,1146,0,19107,46.941906107709215,63.28649186162139,16.907939498613075,0,288733,6374,32,444471,6406,633640,196329,2061034,633640,340,948047,196329,542986,70,867286,20638,168059,minimize,1181
pumpkin-v3/opt/n50_k3/instance_n50_k3_0016.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/186,OPTIMAL,2,16.05,5.5600000000000005,11816,409501,5.456673507,12241,182,0,11816,7.333953960731212,23.438388625592417,4.230280974949221,1,64596,10967,61,300004,11028,124072,38202,812988,124072,143,414843,38202,104305,14,136974,9581,34779,minimize,264
pumpkin-v3/opt/n100_k10/instance_n100_k10_0015.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/355,SATISFIABLE,12,1800.0,1800.0,13,32475,0.261467737,13001,1119,0,13,28.53846153846154,66.76923076923077,16.46153846153846,0,13180,32,0,2889,32,44975,6524,87597,44975,544,25572,6524,43047,72,18637,630,2956,minimize,1124
pumpkin-v3/opt/n100_k10/instance_n100_k10_0001.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/349,SATISFIABLE,1,1801.91,1786.44,790673,24595251,1796.460026677,795051,1135,0,790673,64.86253356317972,68.26355648921867,15.818530542967826,0,4737055,748689,3335,60380342,752024,8323611,2675649,30886545,8323611,86,16986895,2675649,6880030,11,15007944,885090,2389335,minimize,1144
pumpkin-v3/opt/n100_k10/instance_n100_k10_0007.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/341,SATISFIABLE,2,1801.19,1791.55,745461,21471372,1799.773963294,750209,1149,0,745461,68.14347095287346,74.5635975590943,13.567208747338896,0,3798097,527777,1806,46757577,529583,6760222,2293298,12594906,6760222,81,6198565,2293298,5790456,15,9739197,616795,2387161,minimize,5540
pumpkin-v3/opt/n100_k10/instance_n100_k10_0000.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/359,SATISFIABLE,5,1800.97,1790.89,795788,32429693,1799.320094948,863901,1173,0,795788,51.22649248292259,68.70603100323201,45.32282592851362,0,5235056,555742,9333,53493350,565075,7793207,2951320,18537358,7793207,213,12578610,2951320,6482814,37,11045585,405036,2682232,minimize,1314
pumpkin-v3/opt/n100_k10/instance_n100_k10_0019.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/352,SATISFIABLE,5,1801.04,1793.01,864154,24686105,1799.738014711,895105,1191,0,864154,64.63969153646225,83.88820163998547,61.01876980260463,0,15386523,2287444,468,218664977,2287912,25204421,9371726,38532384,25204421,283,21199470,9371726,22276018,30,30445103,3368031,7989645,minimize,1236
pumpkin-v3/opt/n100_k10/instance_n100_k10_0004.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/353,SATISFIABLE,5,1800.0,1800.0,3973,141847,4.931433018,12481,1174,0,3973,21.082557261515227,57.50994210923735,12.546941857538384,0,124949,6962,110,541579,7072,549077,74903,3350247,549077,256,737003,74903,406380,35,290010,14495,53209,minimize,7934
pumpkin-v3/opt/n100_k10/instance_n100_k10_0014.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/342,UNKNOWN,0,1801.28,1791.66,902218,25582891,1799.741140803,1402942,74,0,902218,45.678800467292824,63.096755994670914,63.98181481637476,0,5046180,723797,768,65622757,724565,7000807,2573594,10944892,7000807,28,5468089,2573594,6038836,7,9570739,112266,2092049,minimize,
pumpkin-v3/opt/n100_k10/instance_n100_k10_0003.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/346,UNKNOWN,0,1801.29,1789.76,1339458,31933000,1799.594520491,1341559,68,0,1339458,35.18634328213352,87.57245318628878,8.804463447155491,0,5445303,672755,5350,50522306,678105,18907784,3187104,262857114,18907784,52,90446570,3187104,13693813,9,5627595,68469,2677488,minimize,
pumpkin-v3/opt/n100_k10/instance_n100_k10_0017.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/343,UNKNOWN,0,1801.28,1790.54,878429,22892526,1798.296771625,878789,68,0,878429,59.15568702763684,59.173593995644495,12.239357990230285,0,4473493,350340,5,25134921,350345,9980804,2867034,18425168,9980804,53,8741083,2867034,8569106,7,18576488,1227339,2261708,minimize,
pumpkin-v3/opt/n100_k10/instance_n100_k10_0006.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/350,SATISFIABLE,3,1801.93,1789.4299999999998,657755,20767241,1796.445509115,1225794,1116,0,657755,50.97370297451179,60.98937902410472,62.00910673427036,0,4360570,492153,118,47379337,492271,5975500,2340673,10837014,5975500,168,5976829,2340673,4968948,22,8685457,109585,1809653,minimize,1310
pumpkin-v3/opt/n100_k10/instance_n100_k10_0009.fzn,experiments/20260610-15.09.41.739715-pumpkin-v3/351,SATISFIABLE,2,1800.82,1791.5,656737,22971094,1799.531418028,801383,1119,0,656737,65.07125531224828,74.99067511043233,76.847313308067,0,3956213,500243,2776,46229957,503019,6030801,2219109,13034565,6030801,76,8466318,2219109,5006043,15,12106897,233897,1864003,minimize,7826
