propagator_variant,config_n,config_k,instance,avg_depth_at_failure,circuit_conflict_rate,circuit_pruning_rate
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0009.fzn,38.185209003215434,0.15056158017041055,0.21010844306738963
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0003.fzn,31.68020304568528,0.10346638655462184,0.1959033613445378
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0017.fzn,33.55210643015521,0.054729688732479825,0.40088586857593594
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0022.fzn,42.90250329380764,0.24563106796116504,0.3194174757281553
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0014.fzn,33.04073226544622,0.10373640981816455,0.24236813369415564
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0006.fzn,24.498185588387766,0.06205565385234036,0.37339552838989865
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0001.fzn,33.31120943952802,0.12349726775956284,0.30218579234972676
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0023.fzn,45.212884382233,0.31895801657541106,0.18960067262537755
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0004.fzn,47.50732031943212,0.3080076523640339,0.26359661109592786
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0015.fzn,28.326787117046347,0.059804566381659305,0.3374988255191205
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0020.fzn,45.9909878110144,0.36782766034834413,0.2746679312519855
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0011.fzn,43.6137044682693,0.2258365290623355,0.23919091661027145
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0007.fzn,33.910835214446955,0.14961161769672407,0.25835866261398177
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0024.fzn,43.14307261366085,0.25095982263559186,0.27418482669118044
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0008.fzn,24.35042735042735,0.06069514093031299,0.28704824485561126
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0005.fzn,25.05759162303665,0.07912178956089479,0.32062966031483014
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0000.fzn,36.70803500397773,0.09150469534832933,0.3012302540583825
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0016.fzn,27.961879895561356,0.028553323144593135,0.3213851716554218
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0015.fzn,36.72264875239923,0.028076667445077152,0.17251073308304443
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0013.fzn,24.5224787363305,0.06136753411378719,0.323913205577511
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0019.fzn,29.003770028275213,0.09717897050741894,0.34264517310862797
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0014.fzn,43.281161070005695,0.045726629190089525,0.11656777014366021
