instance,directory,status,num_solutions,wall_clock_time,cpu_time,failures,propagations,solveTime,nodes,peakDepth,restarts,nogoods,AverageLbd,AverageLearnedNogoodLength,AverageConflictSize,NumUnitNogoodsLearned,circuitNumberPropagationsThatFoundConflict,circuitNumberTotalFixedEdgesAtConflict,circuitNumberNumberOfConflicts,circuitNumberPropagationsThatPruned,circuitNumberPropagationsTotal,type,best_sol
pumpkin-v0/opt/n100_k5/instance_n100_k5_0019.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/225,SATISFIABLE,2,1800.0,1800.0,774,947490,0.17969959,3361,598,0,774,10.38501291989664,18.78423772609819,6.683462532299742,0,269,16020,269,1040,4705,minimize,1936
pumpkin-v0/opt/n100_k5/instance_n100_k5_0017.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/224,UNKNOWN,0,1802.58,1776.7,1992115,1329129289,1783.872618165,2018055,58,0,1992115,48.216055799991466,48.661738403656415,92.98168228239835,0,1957199,189637483,1957199,800060,4655867,minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0013.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/228,SATISFIABLE,6,1800.0,1800.0,318395,342249314,192.889719385,679414,633,1,318395,19.53991739820035,39.57907316383737,20.203093641545877,0,271602,20091149,271602,478087,1857233,minimize,24802
pumpkin-v0/opt/n100_k5/instance_n100_k5_0003.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/223,SATISFIABLE,1,1800.0,1800.0,174738,165295965,103.445922706,230171,577,0,174738,30.78007645732468,55.126921448110885,25.898373564994447,0,63494,3775428,63494,223366,523752,minimize,230171
pumpkin-v0/opt/n100_k5/instance_n100_k5_0009.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/226,SATISFIABLE,3,1800.0,1800.0,662934,436214707,474.55986618,972483,618,0,662934,41.078854003565965,61.49823059309072,82.10726557998233,0,616648,57863928,616648,338481,1931339,minimize,79599
pumpkin-v0/opt/n100_k5/instance_n100_k5_0010.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/230,SATISFIABLE,6,1800.0,1800.0,785824,929195949,576.010841164,1785611,619,2,785824,28.269025888748626,39.42271424644704,49.32110370770045,0,2642878,235472823,2642878,3848472,14677998,minimize,15606
pumpkin-v0/opt/n100_k5/instance_n100_k5_0012.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/229,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0015.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/227,SATISFIABLE,4,1800.0,1800.0,441147,440817590,378.926487836,1196264,592,0,441147,37.338401938582834,56.97655203367585,71.13292394598626,0,404805,35069989,404805,409284,2074936,minimize,9361
pumpkin-v0/opt/n100_k5/instance_n100_k5_0008.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/231,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0001.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/232,SATISFIABLE,2,1800.0,1800.0,6782,6717180,1.973857089,16303,561,0,6782,11.194927749926276,21.608227661456798,8.437186670598644,0,5297,463767,5297,8572,41369,minimize,15597
pumpkin-v0/opt/n100_k5/instance_n100_k5_0000.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/233,SATISFIABLE,1,1800.0,1800.0,487715,496220371,220.747561667,949180,557,0,487715,24.171893421362885,52.81338486616159,22.43065314784249,0,39903,3343756,39903,240936,1100941,minimize,949180
pumpkin-v0/opt/n100_k5/instance_n100_k5_0018.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/237,SATISFIABLE,5,1800.0,1800.0,1163308,1070183024,653.209903585,2294363,642,3,1163308,29.84085040247295,49.49255313296221,17.474444429162354,0,162149,10804036,162149,947733,9007450,minimize,4282
pumpkin-v0/opt/n100_k5/instance_n100_k5_0016.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/236,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0014.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/234,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0007.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/239,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0002.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/240,SATISFIABLE,6,1800.0,1800.0,932576,744717024,993.467991218,1017169,589,0,932576,41.311265784236355,62.06782825206739,73.06958789417699,0,4336602,408470582,4336602,3082639,12583401,minimize,798358
pumpkin-v0/opt/n100_k5/instance_n100_k5_0004.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/235,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k5/instance_n100_k5_0011.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/238,SATISFIABLE,3,1800.0,1800.0,2179,2446392,0.942005825,5541,590,0,2179,25.425883432767325,45.78338687471317,11.810463515374025,0,688,52879,688,3854,14220,minimize,3605
pumpkin-v0/opt/n100_k20/instance_n100_k20_0013.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/86,SATISFIABLE,3,1800.0,1800.0,26401,16040737,16.34545876,44173,2290,0,26401,49.40994659293209,66.77735691829855,24.50517025870232,0,544,50178,544,11191,62475,minimize,2599
pumpkin-v0/opt/n100_k20/instance_n100_k20_0017.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/89,SATISFIABLE,2,1801.43,1792.28,2237047,1192125777,1798.621640776,2369969,2206,0,2237047,74.125994223635,82.41384110391958,80.18063366572093,0,2711754,262497710,2711754,1211275,6733833,minimize,14672
pumpkin-v0/opt/n100_k20/instance_n100_k20_0016.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/88,SATISFIABLE,7,1801.5,1784.91,2309759,1544448216,1794.281205154,3509320,2219,1,2309759,42.79840017941266,89.73202312449048,42.29153171391474,0,1140732,107955014,1140732,1042376,7769910,minimize,135682
pumpkin-v0/opt/n100_k20/instance_n100_k20_0002.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/87,SATISFIABLE,31,1800.0,1800.0,21410,12259853,7.540792282,97328,2256,3,21410,18.681130312937878,31.515039701074265,12.534329752452125,0,31023,2839743,31023,120680,892883,minimize,2310
pumpkin-v0/opt/n100_k20/instance_n100_k20_0014.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/90,SATISFIABLE,4,1801.82,1791.6499999999999,1951221,1155881423,1797.041935616,2010884,2319,0,1951221,74.16830692166597,90.191879341192,6.5162936438260965,0,16239,1508894,16239,962673,3032407,minimize,5876
pumpkin-v0/opt/n100_k20/instance_n100_k20_0009.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/91,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k20/instance_n100_k20_0010.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/92,ERROR,10,1788.87,1735.05,318639,239906271,102.294876042,754492,2305,5,318639,16.9434344195155,28.909967078731732,11.179350299241461,0,492093,45004777,492093,814179,4132372,minimize,
pumpkin-v0/opt/n100_k20/instance_n100_k20_0018.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/94,SATISFIABLE,10,1800.0,1800.0,586014,412671287,532.41248976,948595,2284,0,586014,66.52374516649773,76.62951055776824,52.981096014770976,0,3751845,348602867,3751845,3620538,13123989,minimize,114938
pumpkin-v0/opt/n100_k20/instance_n100_k20_0008.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/93,SATISFIABLE,12,1800.0,1800.0,2725141,1569451537,1794.559530025,3993367,2216,2,2725141,19.227737206992224,46.65822392309242,18.28592098537287,0,167022,15022782,167022,1533791,7973790,minimize,2321
pumpkin-v0/opt/n100_k20/instance_n100_k20_0001.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/96,SATISFIABLE,28,1800.0,1800.0,1359528,822807360,760.868600297,1564874,2231,1,1359528,41.03124760946446,92.20864447072807,34.789636550332176,0,60886,5487538,60886,810921,4407672,minimize,2362
pumpkin-v0/opt/n100_k20/instance_n100_k20_0019.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/97,SATISFIABLE,4,1800.0,1800.0,7115,4010772,4.194976701,16397,2327,0,7115,41.817006324666195,54.16205200281096,6.733520730850317,0,271,25629,271,6432,31016,minimize,8361
pumpkin-v0/opt/n100_k20/instance_n100_k20_0015.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/98,SATISFIABLE,15,1802.05,1786.19,3337048,1697068842,1791.798427007,3820469,2287,0,3337048,36.28194559982356,71.42366067254652,25.435968256974427,0,127024,11722526,127024,917519,3965848,minimize,3574
pumpkin-v0/opt/n100_k20/instance_n100_k20_0011.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/101,ERROR,9,1444.32,1423.6100000000001,43757,26559977,13.98121022,70290,2292,0,43757,29.7800580478552,56.712503142354365,20.962131773202003,0,2304,211866,2304,45396,215366,minimize,
pumpkin-v0/opt/n100_k20/instance_n100_k20_0000.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/95,UNKNOWN,0,1800.0,1800.0,-,-,-,-,-,-,-,-,-,-,-,"","","","","",minimize,
pumpkin-v0/opt/n100_k20/instance_n100_k20_0005.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/103,ERROR,28,1226.93,1207.13,38845,24225813,14.042313825,103829,2271,1,38845,26.142849787617454,57.18864718754023,18.26353456043249,0,16077,1499745,16077,49124,289724,minimize,
pumpkin-v0/opt/n100_k20/instance_n100_k20_0007.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/100,SATISFIABLE,1,1800.0,1800.0,3187,1553945,0.328840942,5470,2261,0,3187,7.5952306244116725,19.040476937558832,6.725133354251647,0,18,1625,18,307,2451,minimize,5470
pumpkin-v0/opt/n100_k20/instance_n100_k20_0004.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/99,SATISFIABLE,10,1801.96,1783.9199999999998,2345760,1571112296,1791.686144985,4671318,2227,0,2345760,23.06651703499079,54.20669250051156,23.66241132937726,0,28995,2629784,28995,511149,4587128,minimize,2293
pumpkin-v0/opt/n100_k20/instance_n100_k20_0006.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/104,ERROR,1,1371.62,1352.0,88682,38611359,25.325083826,100691,2183,0,88682,29.100696871969507,57.16605399066327,22.91948760740624,0,2815,255371,2815,10875,76472,minimize,
pumpkin-v0/opt/n100_k20/instance_n100_k20_0012.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/102,SATISFIABLE,22,1800.0,1800.0,1182976,692159507,547.274227869,1633975,2283,4,1182976,42.79745658407271,65.47765888741614,18.58557570060593,0,489206,45027511,489206,5150250,16528162,minimize,8104
pumpkin-v0/opt/n100_k20/instance_n100_k20_0003.fzn,experiments/20260609-14.46.48.023744-pumpkin-v0/105,SATISFIABLE,1,1800.0,1800.0,2808270,1593291777,712.027855388,4059408,2266,0,2808270,11.125726514900633,27.193567213978714,11.14951482585364,0,79914,7284511,79914,612055,4867842,minimize,4059408
